文件名,参考文本,识别结果,CER(%),错误数,总字符数,严重程度
"DM0008_0138.wav","请你把温度打到十七度","请你把温度打到十七度。",0,0,10,"轻度 / 正常"
"DM0008_0139.wav","赶紧把空调温度设为十八","赶紧把空调温度设为十八。",0,0,11,"轻度 / 正常"
"DM0008_0140.wav","变温温度设定零下九度","变温温度设定零下九度。",0,0,10,"轻度 / 正常"
"DM0008_0141.wav","变亮一点","便宜啱你哋。",125,5,4,"重度"
"DM0008_0142.wav","我需要把温度设置成十八度","我需要把温度设置成十八度。",0,0,12,"轻度 / 正常"
"DM0008_0143.wav","变温设定一度","变温设定一度。",0,0,6,"轻度 / 正常"
"DM0008_0144.wav","定时九小时","定时九小时。",0,0,5,"轻度 / 正常"
"DM0008_0148.wav","空调温度加大为二十二","空调温度加大为二十二。",0,0,10,"轻度 / 正常"
"DM0008_0149.wav","变温温度设定四度","变温温度设定四度。",0,0,8,"轻度 / 正常"
"DM0008_0150.wav","给我把空调温度调到二十三","给我把空调温度调到二十三。",0,0,12,"轻度 / 正常"
"DM0008_0151.wav","给我把温度切到二十五度","给我把温度切到二十五度。",0,0,11,"轻度 / 正常"
"DM0008_0152.wav","二十一度","二十一度。",0,0,4,"轻度 / 正常"
"DM0008_0153.wav","打开烟机照明","打开烟机照明。",0,0,6,"轻度 / 正常"
"DM0008_0154.wav","变温室温度设为五度档","变温室温度设为五度档。",0,0,10,"轻度 / 正常"
"DM0008_0155.wav","中速风","中速风。",0,0,3,"轻度 / 正常"
"DM0008_0156.wav","麻烦帮我把温度调整到二十二","麻烦帮我把温度调整到二十二。",0,0,13,"轻度 / 正常"
"DM0008_0157.wav","赶紧把温度设为二十六","赶紧把温度设为二十六。",0,0,10,"轻度 / 正常"
"DM0008_0162.wav","请给我把空调温度打到二十七","请给我把空调温度打到二十一。",7.69,1,13,"轻度 / 正常"
"DM0008_0163.wav","变温室温度设为五摄氏度档","变温室温度设为五摄氏度档。",0,0,12,"轻度 / 正常"
"DM0008_0164.wav","变温温度调至零下七度档","变温温度调至零下七度档。",0,0,11,"轻度 / 正常"
"DM0008_0165.wav","变温温度设为零下四摄氏度","变温温度设为零下四摄氏度。",0,0,12,"轻度 / 正常"
"DM0008_0166.wav","帮我把空调温度切到十九度","帮我把空调温度切到十九度。",0,0,12,"轻度 / 正常"
"DM0008_0167.wav","变温温度调至四摄氏度","变温温度调至四摄氏度。",0,0,10,"轻度 / 正常"
"DM0008_0168.wav","变温温度设为零下四度档","变温温度设为零下四度档。",0,0,11,"轻度 / 正常"
"DM0008_0169.wav","插排设为安全模式","插排设为安全模式。",0,0,8,"轻度 / 正常"
"DM0008_0170.wav","冷冻温度调至零下十六摄氏度档","冷冻温度调至零下，十六摄氏度档。",0,0,14,"轻度 / 正常"
"DM0008_0171.wav","变温室温度调至零下八度档","变温室温度调至零下八度档。",0,0,12,"轻度 / 正常"
"DM0008_0176.wav","抽油烟机开","抽油烟机开。",0,0,5,"轻度 / 正常"
"DM0008_0177.wav","速冻开启","速冻开启。",0,0,4,"轻度 / 正常"
"DM0008_0178.wav","请你把温度设成二十八度","请你把温度设成二十八度。",0,0,11,"轻度 / 正常"
"DM0008_0179.wav","请你打开空调温度到二十八度","请你打开空调温度到二十八度。",0,0,13,"轻度 / 正常"
"DM0008_0180.wav","变温温度设为零下十度","变温温度设为零下十度。",0,0,10,"轻度 / 正常"
"DM0008_0181.wav","冷藏关闭","冷藏关闭。",0,0,4,"轻度 / 正常"
"DM0008_0182.wav","给我把温度切换成十六","给我把温度切换成十六。",0,0,10,"轻度 / 正常"
"DM0008_0183.wav","变温室温度设定零下三摄氏度","变温室温度设定零下三摄氏度。",0,0,13,"轻度 / 正常"
"DM0008_0184.wav","赶紧启动空调温度到十八度","赶紧启动空调温度到十八度。",0,0,12,"轻度 / 正常"
"DM0008_0185.wav","我需要把温度提高到二十九度","我需要把温度提高到二十九度。",0,0,13,"轻度 / 正常"
"DM0008_0190.wav","打开除湿","打开除湿。",0,0,4,"轻度 / 正常"
"DM0008_0191.wav","变温室温度调至零下十七度档","变温室温度调至零下十七度档。",0,0,13,"轻度 / 正常"
"DM0008_0192.wav","请给我把温度放到十六","请给我把温度放到十六。",0,0,10,"轻度 / 正常"
"DM0008_0193.wav","温度设置为十七度","温度设置为十七度。",0,0,8,"轻度 / 正常"
"DM0008_0194.wav","我需要调到空调温度到二十六","我需要调到空调温度到二十六。",0,0,13,"轻度 / 正常"
"DM0008_0195.wav","烦请把温度调大到十六","烦请把温度调大到十六。",0,0,10,"轻度 / 正常"
"DM0008_0196.wav","请帮我把空调温度调到二十四度","请帮我把空调温度调到二十四度。",0,0,14,"轻度 / 正常"
"DM0008_0197.wav","给我开启空调温度到二十三","给我开启空调温度到二十三。",0,0,12,"轻度 / 正常"
"DM0008_0198.wav","有点热","有点饿。",33.33,1,3,"重度"
"DM0008_0199.wav","电磁炉要恒温","电磁炉要恒温。",0,0,6,"轻度 / 正常"
"DM0008_0200.wav","变温室温度设为零下八度档","变温室温度设为零下八度档。",0,0,12,"轻度 / 正常"
"DM0008_0204.wav","送风","送风。",0,0,2,"轻度 / 正常"
"DM0008_0205.wav","把温度增大到三十度","把温度增大到三十度。",0,0,9,"轻度 / 正常"
"DM0008_0206.wav","油烟机风力一挡风","油烟机风机一档风。",25,2,8,"中度"
"DM0008_0207.wav","我需要把温度换切为三十","我需要把温度换切为三十。",0,0,11,"轻度 / 正常"
"DM0008_0208.wav","空调温度换切为二十九","空调温度换切为二十九。",0,0,10,"轻度 / 正常"
"DM0008_0209.wav","变温室温度设定负十八摄氏度档","变温室温度设定负十八摄氏度档。",0,0,14,"轻度 / 正常"
"DM0008_0210.wav","请帮我把温度调成二十七","请帮我把温度调成二十七。",0,0,11,"轻度 / 正常"
"DM0008_0211.wav","音量加大一点","应该问题要大一点！",83.33,5,6,"重度"
"DM0008_0212.wav","音量加","影响𠮶只。",166.67,5,3,"重度"
"DM0008_0215.wav","下一曲","下一曲。",0,0,3,"轻度 / 正常"
"DM0008_0217.wav","音量放大一点","音量放大一点。",0,0,6,"轻度 / 正常"
"DM0008_0218.wav","给我声音调到最小","给我声音调到最小。",0,0,8,"轻度 / 正常"
"DM0008_0219.wav","给我声音减弱一点","给我声音减弱一点。",0,0,8,"轻度 / 正常"
"DM0008_0220.wav","帮我音量小点","帮我音量小点。",0,0,6,"轻度 / 正常"
"DM0008_0221.wav","调大声音","调大声音",0,0,4,"轻度 / 正常"
"DM0008_0222.wav","保存节目","保存节目。",0,0,4,"轻度 / 正常"
"DM0008_0223.wav","给我声音放小点","给我声音放小点。",0,0,7,"轻度 / 正常"
"DM0008_0224.wav","声音调到最大","声音调到最大。",0,0,6,"轻度 / 正常"
"DM0008_0225.wav","调大音量","调大音量。",0,0,4,"轻度 / 正常"
"DM0008_0226.wav","帮我音量稍微小点","帮我音量稍微小点。",0,0,8,"轻度 / 正常"
"DM0008_0227.wav","帮我音量减弱","帮我音量减弱。",0,0,6,"轻度 / 正常"
"DM0008_0228.wav","调高声音","调高声音。",0,0,4,"轻度 / 正常"
"DM0008_0229.wav","帮我换一首","帮我换一首。",0,0,5,"轻度 / 正常"
"DM0008_0230.wav","帮我音量稍微调小一点","帮我音量稍微调小一点。",0,0,10,"轻度 / 正常"
"DM0008_0231.wav","音量减小点","音量减小点。",0,0,5,"轻度 / 正常"
"DM0008_0232.wav","音量太大","影响太大。",50,2,4,"重度"
"DM0008_0233.wav","给我声音调小","给我声音调小。",0,0,6,"轻度 / 正常"
"DM0008_0235.wav","WIFI关闭","Wifi关闭。",50,3,6,"重度"
"DM0008_0236.wav","T","T V开启。",300,3,1,"重度"
"DM0008_0240.wav","给我声音增加","给我声音增加。",0,0,6,"轻度 / 正常"
"DM0008_0241.wav","音量加大点","营养又都系一啫。",140,7,5,"重度"
"DM0008_0242.wav","音量放小一点","音量放小一点。",0,0,6,"轻度 / 正常"
"DM0008_0243.wav","音量稍微放大一点","音量稍微放大一点。",0,0,8,"轻度 / 正常"
"DM0008_0244.wav","给我声音稍微大一点","给我声音稍微大一点。",0,0,9,"轻度 / 正常"
"DM0008_0245.wav","给我声音太大了","给我声音太大。",14.29,1,7,"中度"
"DM0008_0246.wav","帮我换一曲歌曲","帮我放一曲歌曲。",14.29,1,7,"中度"
"DM0008_0247.wav","暂停播放","暂停播放。",0,0,4,"轻度 / 正常"
"DM0008_0248.wav","帮我换个频道","帮我换个频道。",0,0,6,"轻度 / 正常"
"DM0008_0249.wav","放小音量","放小音量。",0,0,4,"轻度 / 正常"
"DM0008_0255.wav","给我声音大一点","给我声音大一点。",0,0,7,"轻度 / 正常"
"DM0008_0256.wav","刚才那首","刚才我还说。",75,3,4,"重度"
"DM0008_0257.wav","取消暂停","取消暂停。",0,0,4,"轻度 / 正常"
"DM0008_0258.wav","音量调小点","营养调调理。",80,4,5,"重度"
"DM0008_0259.wav","再来一遍","即系里边嘅。",125,5,4,"重度"
"DM0008_0260.wav","帮我音量稍微增大一点","帮我音量稍微增大一点。",0,0,10,"轻度 / 正常"
"DM0008_0261.wav","帮我音量高","帮我音量高。",0,0,5,"轻度 / 正常"
"DM0008_0262.wav","帮我音量降低一点","帮我音量降低一点。",0,0,8,"轻度 / 正常"
"DM0008_0263.wav","音量调低","音量调低。",0,0,4,"轻度 / 正常"
"DM0008_0264.wav","帮我音量小了","滨湖苑嘅时候啊。",116.67,7,6,"重度"
"DM0008_0270.wav","打开电视提示音","打开电视提示音。",0,0,7,"轻度 / 正常"
"DM0008_0271.wav","帮我换曲歌","帮我换曲歌。",0,0,5,"轻度 / 正常"
"DM0008_0273.wav","帮我音量稍微加大一点","帮我音量稍微加大一点。",0,0,10,"轻度 / 正常"
"DM0008_0274.wav","音量减小","影响佢哋𠮶时候。",200,8,4,"重度"
"DM0008_0275.wav","帮我音量调大点","帮我音量调大点。",0,0,7,"轻度 / 正常"
"DM0008_0276.wav","音量放大点","音量增大点",20,1,5,"中度"
"DM0008_0277.wav","帮我音量减弱一点","帮我引燃文件，我理解。",87.5,7,8,"重度"
"DM0008_0278.wav","给我声音加大点","给我声音加大点。",0,0,7,"轻度 / 正常"
"DM0008_0279.wav","帮我换一个歌曲","帮我换一个歌曲。",0,0,7,"轻度 / 正常"
"DM0008_0281.wav","音量稍微降低一点","音量稍微降低一点。",0,0,8,"轻度 / 正常"
"DM0008_0285.wav","音量放小","营养丰小。",75,3,4,"重度"
"DM0008_0287.wav","播放音乐","播放音乐。",0,0,4,"轻度 / 正常"
"DM0008_0288.wav","音乐帮助","英语报的多。",125,5,4,"重度"
"DM0008_0289.wav","给我声音调大点","给我声音调大点。",0,0,7,"轻度 / 正常"
"DM0008_0290.wav","给我声音加","给我声音加。",0,0,5,"轻度 / 正常"
"DM0008_0291.wav","给我声音稍微调小一点","给我声音稍微调小一点。",0,0,10,"轻度 / 正常"
"DM0008_0292.wav","帮我音量稍微大一点","帮我音量稍微大一点。",0,0,9,"轻度 / 正常"
"DM0008_0293.wav","打开WIFI","打开wifi.",66.67,4,6,"重度"
"DM0008_0294.wav","音量增大点","音量增大点。",0,0,5,"轻度 / 正常"
"DM0008_0295.wav","给我声音小一点","给我声音小一点。",0,0,7,"轻度 / 正常"
"DM0008_0303.wav","音量调高点","音量调高点。",0,0,5,"轻度 / 正常"
"DM0008_0304.wav","音量调高一点","音量调高一点。",0,0,6,"轻度 / 正常"
"DM0008_0305.wav","帮我音量增加一点","帮我音量增加一点。",0,0,8,"轻度 / 正常"
"DM0008_0306.wav","给我声音最小","给我声音最小。",0,0,6,"轻度 / 正常"
"DM0008_0307.wav","给我声音太小","给我声音太小。",0,0,6,"轻度 / 正常"
"DM0008_0308.wav","暂停一会","暂停一会儿。",25,1,4,"中度"
"DM0008_0309.wav","给我声音高","给我声音高。",0,0,5,"轻度 / 正常"
"DM0008_0310.wav","帮我音量放大","帮我音量放大。",0,0,6,"轻度 / 正常"
"DM0008_0311.wav","四二九三零五","四二九三零五。",0,0,6,"轻度 / 正常"
"DM0008_0312.wav","四二九三零五","是哦，小心应物",100,6,6,"重度"
"DM0008_0319.wav","六九零八四幺","六九零八四幺。",0,0,6,"轻度 / 正常"
"DM0008_0320.wav","零八五九幺七","零八五九幺七。",0,0,6,"轻度 / 正常"
"DM0008_0321.wav","零八五九幺七","零八五九幺七。",0,0,6,"轻度 / 正常"
"DM0008_0322.wav","零八五九幺七","零八五九幺七。",0,0,6,"轻度 / 正常"
"DM0008_0323.wav","九八四一零六","九八四一零六。",0,0,6,"轻度 / 正常"
"DM0008_0324.wav","九八四一零六","九八四一零六。",0,0,6,"轻度 / 正常"
"DM0008_0325.wav","九八四一零六","九八四一零六。",0,0,6,"轻度 / 正常"
"DM0008_0326.wav","九七八四零五","九七八四零五。",0,0,6,"轻度 / 正常"
"DM0008_0327.wav","九七八四零五","九七八四零五。",0,0,6,"轻度 / 正常"
"DM0008_0330.wav","五幺四零二一","五幺四零二一。",0,0,6,"轻度 / 正常"
"DM0008_0334.wav","二六幺零八四","啊条有尾巴说",100,6,6,"重度"
"DM0008_0335.wav","六一三幺八四","给我一三幺八四。",33.33,2,6,"重度"
"DM0008_0336.wav","六一三幺八四","六一三幺八四。",0,0,6,"轻度 / 正常"
"DM0008_0337.wav","六一三幺八四","六一三幺八四。",0,0,6,"轻度 / 正常"
"DM0008_0338.wav","一五三九七六","一五三九七六。",0,0,6,"轻度 / 正常"
"DM0008_0339.wav","一五三九七六","一五三九七六。",0,0,6,"轻度 / 正常"
"DM0008_0340.wav","一五三九七六","一五三九七六。",0,0,6,"轻度 / 正常"
"DM0008_0341.wav","你好米雅停止清扫","你好美啊挺住挺住啊",87.5,7,8,"重度"
"DM0008_0342.wav","你好米雅净化关闭","你好，米亚电话关闭。",37.5,3,8,"重度"
"DM0008_0343.wav","你好米雅向右吹风","你好，米娅，向右吹风。",12.5,1,8,"中度"
"DM0008_0349.wav","你好米雅天气怎么样","你好，米亚天气怎么样？",11.11,1,9,"中度"
"DM0008_0351.wav","你好米雅开正白色光","你好，米亚开正白色光。",11.11,1,9,"中度"
"DM0008_0352.wav","你好米雅现在几点","你好，米亚现在几点？",12.5,1,8,"中度"
"DM0008_0353.wav","你好米雅开干燥","你好，米亚开干燥。",14.29,1,7,"中度"
"DM0008_0354.wav","你好米雅查询时状态","你好，米亚，他现在什么状态？",66.67,6,9,"重度"
"DM0008_0355.wav","你好米雅调小点火","民谣民谣跳跳点火。",75,6,8,"重度"
"DM0008_0356.wav","你好米雅设置分钟","你好，明雅设置分钟。",12.5,1,8,"中度"
"DM0008_0357.wav","你好米雅调成最暗","你好，咪呀，调成最暗。",25,2,8,"中度"
"DM0008_0358.wav","你好米雅往前走一步","你好，米娅，往前走一步。",11.11,1,9,"中度"
"DM0008_0359.wav","你好米雅开黄色光","你好，迷呀，开黄色光。",25,2,8,"中度"
"DM0008_0367.wav","你好米雅空调干燥关","你好，咪呀，空调干燥关。",22.22,2,9,"中度"
"DM0008_0368.wav","你好米雅颜色淡些","你好，米娅颜色淡些。",12.5,1,8,"中度"
"DM0008_0369.wav","你好米雅最低风挡","你好，咪呀，最低风挡。",25,2,8,"中度"
"DM0008_0370.wav","你好米雅取消关闭机器人","你好，咪呀，取消关闭机器人。",18.18,2,11,"中度"
"DM0008_0371.wav","你好米雅顺时针动","你好，man.顺时登到。",62.5,5,8,"重度"
"DM0008_0372.wav","你好米雅打开上一频道","你好，明雅，打开上一频道。",10,1,10,"轻度 / 正常"
"DM0008_0373.wav","你好米雅关闭客厅的灯","你好，米亚关闭客厅的灯。",10,1,10,"轻度 / 正常"
"DM0008_0374.wav","你好米雅打开应响","你好，me打开音响。",37.5,3,8,"重度"
"DM0008_0375.wav","你好米雅自然清扫","你好，咪呀，自然清早。",37.5,3,8,"重度"
"DM0008_0376.wav","你好米雅关闭数据网络","你好，米亚关闭数据网络。",10,1,10,"轻度 / 正常"
"DM0008_0377.wav","你好米雅变温室调至零度","你好，蜜啊，变温室调至零度。",18.18,2,11,"中度"
"DM0008_0378.wav","你好米雅关清洁","你好，mear,关清洁。",57.14,4,7,"重度"
"DM0008_0379.wav","你好米雅语音管家","你好，咪呀，语音管家。",25,2,8,"中度"
"DM0008_0380.wav","你好米雅声音减小","你好，咪呀，声音减小。",25,2,8,"中度"
"DM0008_0381.wav","你好米雅关闭摇风","你好，咪呀，关闭摇风。",25,2,8,"中度"
"DM0008_0382.wav","你好米雅音量较小","你好，咪呀，营养就行。",75,6,8,"重度"
"DM0008_0383.wav","你好米雅开始扫风","你好，me啊，开始这早风。",62.5,5,8,"重度"
"DM0008_0384.wav","你好米雅夜间模式","你好，明啊，夜间模式。",25,2,8,"中度"
"DM0008_0386.wav","你好米雅升高二度","你好，咪啊，升高二度。",25,2,8,"中度"
"DM0008_0390.wav","你好米雅快速控热","你好，咪呀，快速控热。",25,2,8,"中度"
"DM0008_0391.wav","下","小，",100,1,1,"重度"
"DM0008_0392.wav","下","洗啊，",200,2,1,"重度"
"DM0008_0393.wav","下","下。",0,0,1,"轻度 / 正常"
"DM0008_0394.wav","下一","谢谢阿姨。",200,4,2,"重度"
"DM0008_0395.wav","下一","谢谢阿姨。",200,4,2,"重度"
"DM0008_0396.wav","下一","谢阿姨。",150,3,2,"重度"
"DM0008_0397.wav","全部","全部，",0,0,2,"轻度 / 正常"
"DM0008_0398.wav","全部","全部。",0,0,2,"轻度 / 正常"
"DM0008_0399.wav","全部","全部，",0,0,2,"轻度 / 正常"
"DM0008_0400.wav","帮我取笑暂停","帮我取消暂停。",16.67,1,6,"中度"
"DM0008_0402.wav","帮我取笑暂停","帮我取消暂停。",16.67,1,6,"中度"
"DM0008_0403.wav","开启剩点","开启省电。",50,2,4,"重度"
"DM0008_0404.wav","开启剩点","开启省电。",50,2,4,"重度"
"DM0008_0405.wav","开启剩点","开启省电。",50,2,4,"重度"
"DM0010_0001.wav","小度小度","香菇香菇",100,4,4,"重度"
"DM0010_0002.wav","小度小度","小鹿小鹿。",50,2,4,"重度"
"DM0010_0003.wav","小度小度","小布小布。",50,2,4,"重度"
"DM0010_0004.wav","小度小度","小周小周。",50,2,4,"重度"
"DM0010_0005.wav","小度小度","修路修路。",100,4,4,"重度"
"DM0010_0006.wav","小爱同学","小矮姑娘",75,3,4,"重度"
"DM0010_0007.wav","小爱同学","求爱空间。",75,3,4,"重度"
"DM0010_0008.wav","小爱同学","秀I控觉。",100,4,4,"重度"
"DM0010_0009.wav","小爱同学","求爱空虚。",75,3,4,"重度"
"DM0010_0010.wav","小爱同学","求爱空姐。",75,3,4,"重度"
"DM0010_0011.wav","天猫精灵","天猫精灵",0,0,4,"轻度 / 正常"
"DM0010_0012.wav","天猫精灵","天猫英语",50,2,4,"重度"
"DM0010_0013.wav","天猫精灵","天安门公园。",100,4,4,"重度"
"DM0010_0014.wav","天猫精灵","天猫精灵。",0,0,4,"轻度 / 正常"
"DM0010_0015.wav","天猫精灵","天猫精灵。",0,0,4,"轻度 / 正常"
"DM0010_0016.wav","你好小布","女人全部",100,4,4,"重度"
"DM0010_0017.wav","你好小布","你还不是不，",100,4,4,"重度"
"DM0010_0018.wav","你好小布","你好，小布",0,0,4,"轻度 / 正常"
"DM0010_0019.wav","你好小布","你好，小布。",0,0,4,"轻度 / 正常"
"DM0010_0020.wav","你好小布","你好，小布",0,0,4,"轻度 / 正常"
"DM0010_0021.wav","小艺小艺","小雨小雨。",50,2,4,"重度"
"DM0010_0022.wav","小艺小艺","小鱼小鱼。",50,2,4,"重度"
"DM0010_0023.wav","小艺小艺","",100,4,4,"重度"
"DM0010_0024.wav","小艺小艺","求一求一。",100,4,4,"重度"
"DM0010_0025.wav","小艺小艺","",100,4,4,"重度"
"DM0010_0030.wav","小溪你好","小溪你好。",0,0,4,"轻度 / 正常"
"DM0010_0031.wav","Hey Siri","系思域。",100,7,7,"重度"
"DM0010_0032.wav","Hey Siri","嘿，思域。",100,7,7,"重度"
"DM0010_0033.wav","Hey Siri","Hey, siri.",14.29,1,7,"中度"
"DM0010_0034.wav","Hey Siri","はいすいません。",100,7,7,"重度"
"DM0010_0035.wav","Hey Siri","Hey,嘻鬼。",57.14,4,7,"重度"
"DM0010_0036.wav","小德小德","唱歌跳舞。",100,4,4,"重度"
"DM0010_0037.wav","小德小德","小狗小狗，",50,2,4,"重度"
"DM0010_0038.wav","小德小德","so good so good.",300,12,4,"重度"
"DM0010_0039.wav","小德小德","小德小德。",0,0,4,"轻度 / 正常"
"DM0010_0040.wav","小德小德","小德小德。",0,0,4,"轻度 / 正常"
"DM0010_0041.wav","灵犀灵犀","影视与，",100,4,4,"重度"
"DM0010_0042.wav","灵犀灵犀","暖气暖气",100,4,4,"重度"
"DM0010_0043.wav","灵犀灵犀","灵犀灵犀。",0,0,4,"轻度 / 正常"
"DM0010_0044.wav","灵犀灵犀","灵犀灵犀。",0,0,4,"轻度 / 正常"
"DM0010_0045.wav","灵犀灵犀","暖气暖气",100,4,4,"重度"
"DM0010_0046.wav","小冰小冰","小娟小娟",50,2,4,"重度"
"DM0010_0047.wav","小冰小冰","小绵羊哟。",75,3,4,"重度"
"DM0010_0048.wav","小冰小冰","小兵小兵。",50,2,4,"重度"
"DM0010_0049.wav","小冰小冰","小冰小冰。",0,0,4,"轻度 / 正常"
"DM0010_0054.wav","关闭空调","关闭空调。",0,0,4,"轻度 / 正常"
"DM0010_0055.wav","关闭空调","关闭空调。",0,0,4,"轻度 / 正常"
"DM0010_0056.wav","关闭空调","关闭空调。",0,0,4,"轻度 / 正常"
"DM0010_0057.wav","开灯","佢𠮶。",150,3,2,"重度"
"DM0010_0058.wav","开灯","开跟，",50,1,2,"重度"
"DM0010_0059.wav","开灯","还有个，",150,3,2,"重度"
"DM0010_0060.wav","关灯","光嗯。",100,2,2,"重度"
"DM0010_0061.wav","关灯","光阴。",100,2,2,"重度"
"DM0010_0062.wav","关灯","军，官。",100,2,2,"重度"
"DM0010_0063.wav","拉开窗帘","我要看狂言。",125,5,4,"重度"
"DM0010_0066.wav","关闭窗帘","关闭快门。",50,2,4,"重度"
"DM0010_0067.wav","关闭窗帘","光威控股。",100,4,4,"重度"
"DM0010_0068.wav","关闭窗帘","关闭空帘。",25,1,4,"中度"
"DM0010_0069.wav","全部打开","全部概括",50,2,4,"重度"
"DM0010_0070.wav","全部打开","请勿拨开。",75,3,4,"重度"
"DM0010_0071.wav","全部打开","全部刮开。",25,1,4,"中度"
"DM0010_0072.wav","全部关闭","全部关闭。",0,0,4,"轻度 / 正常"
"DM0010_0073.wav","全部关闭","全部关闭。",0,0,4,"轻度 / 正常"
"DM0010_0074.wav","全部关闭","青浦公寓。",100,4,4,"重度"
"DM0010_0075.wav","重新开始","重新开始。",0,0,4,"轻度 / 正常"
"DM0010_0080.wav","播放上一首","放生二做。",80,4,5,"重度"
"DM0010_0081.wav","播放下一首","播放下一首。",0,0,5,"轻度 / 正常"
"DM0010_0082.wav","播放下一首","播放下一首。",0,0,5,"轻度 / 正常"
"DM0010_0083.wav","播放下一首","播放heroes.",120,6,5,"重度"
"DM0010_0084.wav","打开蓝牙","佢话佢永永远啊。",175,7,4,"重度"
"DM0010_0085.wav","打开蓝牙","过佢个女啊。",125,5,4,"重度"
"DM0010_0086.wav","打开蓝牙","怪佢眼力啊",125,5,4,"重度"
"DM0010_0087.wav","替我取消暂停","期货技术分析",100,6,6,"重度"
"DM0010_0088.wav","替我取消暂停","气温持续骤降。",100,6,6,"重度"
"DM0010_0089.wav","替我取消暂停","次卧四小金犬",100,6,6,"重度"
"DM0010_0090.wav","帮忙暂停","不忘咁穿",100,4,4,"重度"
"DM0010_0091.wav","帮忙暂停","不忘根本",100,4,4,"重度"
"DM0010_0092.wav","帮忙暂停","君问君请",100,4,4,"重度"
"DM0010_0093.wav","打开后一集","挂在口语",100,5,5,"重度"
"DM0010_0094.wav","打开后一集","大概好，唔知。",100,5,5,"重度"
"DM0010_0095.wav","打开后一集","打开后一集。",0,0,5,"轻度 / 正常"
"DM0010_0096.wav","降低音量","战于英要。",100,4,4,"重度"
"DM0010_0097.wav","降低音量","降低音量。",0,0,4,"轻度 / 正常"
"DM0010_0099.wav","打开上一集","我要看悬疑剧。",120,6,5,"重度"
"DM0010_0107.wav","音量调大","阴阳八卦",100,4,4,"重度"
"DM0010_0108.wav","调到下一频道","土狗细点啊",100,6,6,"重度"
"DM0010_0109.wav","调到下一频道","小狗洗浴全图",100,6,6,"重度"
"DM0010_0110.wav","调到下一频道","小狗血拼图",100,6,6,"重度"
"DM0010_0111.wav","给我把温度设置为二十三度","给我把温度设置为23度。",25,3,12,"中度"
"DM0010_0112.wav","变温温度调调至三度档","变温温度调至零度档。",20,2,10,"中度"
"DM0010_0113.wav","自动风","自贡兄。",66.67,2,3,"重度"
"DM0010_0114.wav","变温设定四度","进攻时令箭步。",100,6,6,"重度"
"DM0010_0116.wav","我需要把温度切换成二十二度","我需要把温度切换成22度。",23.08,3,13,"中度"
"DM0010_0117.wav","帮我把空调提高到二十五","帮我把空调提高到25。",27.27,3,11,"中度"
"DM0010_0121.wav","冷冻温度调至负二十四摄氏度","冷冻温度调至负24-45。",46.15,6,13,"重度"
"DM0010_0123.wav","把温度调大为十七度","博观观造假为赋诗观",88.89,8,9,"重度"
"DM0010_0124.wav","开左右风点动","泰国玉佛见工",100,6,6,"重度"
"DM0010_0125.wav","变温温度调至零下二十摄氏度档","变温温度调至零下2摄氏度档。",14.29,2,14,"中度"
"DM0010_0126.wav","变温室温度调至零下四摄氏度","变温室温度调至零下4摄氏度。",7.69,1,13,"轻度 / 正常"
"DM0010_0127.wav","我需要启动空调温度到十八度","我需要主驾驶空调温度到十八度",23.08,3,13,"中度"
"DM0010_0128.wav","高压锅炖鸡肉","来一个军之路",100,6,6,"重度"
"DM0010_0129.wav","变温调至四度档","汪汪早知道知乎精选",128.57,9,7,"重度"
"DM0010_0130.wav","空调温度增强为二十七","空调温度增强为27。",30,3,10,"中度"
"DM0010_0131.wav","温度设成十七度","温故四审题目。",85.71,6,7,"重度"
"DM0010_0137.wav","给我把空调温度切换成二十九","给我把我空调温度切换成二十九。",7.69,1,13,"轻度 / 正常"
"DM0010_0139.wav","变温室温度调至负十摄氏度","变温温度调至负十四氏度。",16.67,2,12,"中度"
"DM0010_0140.wav","变温温度调至零下九摄氏度","变温温度调至零下九摄氏度。",0,0,12,"轻度 / 正常"
"DM0010_0141.wav","变温温度调至零下十一度档","变温温度调至零下十一度档。",0,0,12,"轻度 / 正常"
"DM0010_0142.wav","加九度","じゃあ今日も。",200,6,3,"重度"
"DM0010_0143.wav","冷冻温度设为零下十五度档","冷冻温度设为零下十五度档",0,0,12,"轻度 / 正常"
"DM0010_0144.wav","请你把空调温度切到二十","请你把空调温度切到200。",27.27,3,11,"中度"
"DM0010_0145.wav","关闭冰柜急冻冰鲜","关闭并拒绝鞠躬尽瘁",87.5,7,8,"重度"
"DM0010_0146.wav","把空调温度放到二十一度","把空调温度放到21度。",27.27,3,11,"中度"
"DM0010_0148.wav","冰冻温度设为负二十度","变温温度设为负二摄氏度。",40,4,10,"重度"
"DM0010_0154.wav","烦请把温度切换成二十二","烦请把温度切换成22。",27.27,3,11,"中度"
"DM0010_0155.wav","变温温度设定两摄氏度档","昏昏昏暗色调让人适得其反",109.09,12,11,"重度"
"DM0010_0156.wav","设定十八度","输进辅北路。",100,5,5,"重度"
"DM0010_0157.wav","我需要把空调温度调整到十八度","我需要把空调温度调整到十八度。",0,0,14,"轻度 / 正常"
"DM0010_0158.wav","变温室温度设定零下六摄氏度","变温室温度设为零下六摄氏度。",7.69,1,13,"轻度 / 正常"
"DM0010_0159.wav","我需要把温度调大到二十四度","我需要把温度调大到24度。",23.08,3,13,"中度"
